abruptly,резко / внезапно,,0,0
absence,отсутствие / недостаток,,0,0
absorbed,поглощенный / захваченный,,0,0
abundant,изобилующий,,0,0
abundant,богатый / обильный / изобилующий,,0,0
abuse,злоупотреблять / злоупотребление,,0,0
accommodated,приспособленный,,0,0
accuse,обвинять / предъявлять обвинение,,0,0
accusing,обвинение,,0,0
accustomed,привычный / приученный,,0,0
acknowledge,признавать / подтверждать,,0,0
acute,острый / проницательный / сообразительный,,0,0
ado,суета / суматоха,,0,0
ado,суета / суматоха / трудности / хлопоты,,0,0
advance,продвижение / аванс / улучшение / предварительный / заблаговременный,,0,0
adverse,неблагоприятный / враждебный,,0,0
adversely,враждебно,,0,0
affair,дело / связь,,0,0
affirmative,утвердительный,,0,0
affirmatively,утвердительно / конструктивно,,0,0
afford,иметь возможность / позволять себе что-л. / предоставлять,,0,0
aggravate,усугублять,,0,0
agreed!,По рукам! / Решено!,,0,0
aim,стремиться,,0,0
alas,увы!,,0,0
allegedly,якобы / будто бы / как утверждают,,0,0
allegedly,якобы / будто бы / как утверждают,,0,0
allude,намекать / упоминать,,0,0
allude,намекать / ссылаться / подразумевать,,0,0
alongside,бок о бок,,0,0
aloud,вслух,,0,0
alternate,чередоваться / поочередный,,0,0
alternate,чередоваться / чередовать / сменять друг друга,,0,0
altogether,в целом / совсем / в общем,,0,0
ambiguous,неоднозначный / двусмысленный,,0,0
amend,вносить поправки / исправлять,,0,0
amid,посреди,,0,0
amplify,гиперболизировать,,0,0
apt,подходящий / уместный,,0,0
apt,подходящий / уместный,,0,0
as cold as charity,бессердечный / бесчувственный / черствый,,0,0
as far as,насколько / поскольку,,0,0
as though,как будто / как если бы / будто,,0,0
as to,относительно / что касается,,0,0
assault,нападение / штурм,,0,0
assert,утверждать / заявлять,,0,0
assert,утверждать / отстаивать / предъявлять обвинение,,0,0
assertiveness,напористость,,0,0
astonishment,удивление / изумление,,0,0
at once,сразу / тотчас,,0,0
at the latest,самое позднее,,0,0
at times,иногда / временами,,0,0
atop,поверх / наверху / сверху,,0,0
attain,достигать / добиваться,,0,0
attain,достигать,,0,0
attend,присутствовать / посещать,,0,0
attendant,сопутствующий,,0,0
attested,проверенный,,0,0
averted,отводить,,0,0
backward,назад / обратно / в обратном направлении,,0,0
balk,препятствие / упираться / препятствовать / игнорировать,,0,0
barely,едва,,0,0
behold,созерцать / смотреть,,0,0
beside,рядом / возле,,0,0
beside oneself,вне себя,,0,0
besides,кроме / помимо / кроме того,,0,0
bewildered,озадаченный,,0,0
bleach,отбеливатель,,0,0
boast,хвастовство / предмет гордости / хвастать,,0,0
bow,подчиняться / покоряться,,0,0
breach,нарушение / брешь / нарушать,,0,0
breakdown,поломка,,0,0
bribe,взятка / подкуп / подкупать,,0,0
brittle,ломкий,,0,0
brought,привел,,0,0
bulky,громоздкий / объемистый,,0,0
bunch,сбивать в кучу,,0,0
burst,взрыв / вспышка / лопнуть,,0,0
burst,прорываться / ворваться,,0,0
by much,намного,,0,0
by virtue of,в силу / на основании,,0,0
call upon,навещать,,0,0
canoodle,ласкать,,0,0
caption,заголовок / подпись под картинкой / захват,,0,0
carry through,осуществлять / доводить до конца / проводить,,0,0
catch on,ухватиться за,,0,0
catering,общественное питание,,0,0
cease,прекращение / прекращать,,0,0
ceaseless,непрестанный,,0,0
ceaselessly,непрерывно,,0,0
charming,очаровательный,,0,0
chase,преследовать / гнаться / бегать за,,0,0
chasm,пропасть,,0,0
chores,домашняя работа,,0,0
chuckle,хихикать / кудахтать,,0,0
circa,около / приблизительно,,0,0
circumvent,обойти / перехитрить / расстраивать планы,,0,0
cite,ссылаться / цитировать,,0,0
claims,претензий,,0,0
clarity,ясность / прозрачность,,0,0
clause,пункт / оговорка / статья,,0,0
clog,засорять / помеха / засорение,,0,0
clutch,сцепление,,0,0
coherently,последовательно / связно,,0,0
cohesive,связующий,,0,0
coincidence,совпадение / случайное стечение обстоятельств,,0,0
comb,расческа,,0,0
come across,набрести / повстречаться / натолкнуться,,0,0
come across,набрести / натолкнуться / случайно обнаружить,,0,0
come along,сопровождать / соглашаться,,0,0
come through,проникать,,0,0
compatibility,совместимость / сочетаемость,,0,0
compatible,совместимый,,0,0
compete,соревноваться,,0,0
complied,подчиняться / исполнять / исполнять просьбу,,0,0
compounds,состав,,0,0
comprehend,постигать / понимать,,0,0
comprehensive,всесторонний / исчерпывающий,,0,0
comprise,заключать в себе / вмещать,,0,0
conceivable,мыслимый / постижимый,,0,0
conceive,постигать,,0,0
concern,относиться / иметь отношение / беспокоиться / важность,,0,0
conclusive,убедительный,,0,0
condemn,порицать / приговаривать / выносить приговор,,0,0
condemn,осуждать / порицать,,0,0
condemn,осуждать / порицать,,0,0
conform,соответствовать / согласовать / подчиняться,,0,0
congestion,скопление / застой,,0,0
considerable,значительный,,0,0
considerably,изрядно,,0,0
considerably,изрядно,,0,0
consistently,последовательно,,0,0
contemn,презирать,,0,0
contempt,презрение / неуважение,,0,0
contend,бороться / состязаться,,0,0
content,довольствоваться,,0,0
controversial,спорный / дискуссионный,,0,0
conversely,наоборот / обратно,,0,0
convey,передавать,,0,0
conveyor,конвейер,,0,0
copper,медь,,0,0
counsel,совет / давать совет,,0,0
court,суд / двор / судья,,0,0
cover up,прятать,,0,0
coward,трус,,0,0
cowardice,малодушие / робость,,0,0
crack,трещина / щель / давать трещину / раскалывать,,0,0
craftily,хитро / обманным путем,,0,0
crave,жаждать / страстно желать,,0,0
crooked,кривой / изогнутый,,0,0
cruelty,жестокость,,0,0
crux,затруднение / главный вопрос,,0,0
customary,привычный,,0,0
damp,влажный / сырой,,0,0
daring,смелость / дерзание / отвага,,0,0
dastardly,подлый,,0,0
dawn on,осенить,,0,0
decent,приличный / порядочный / благопристойный,,0,0
decline,снижение / спад / ухудшение,,0,0
deficiencies,дефицит / недостаток / нехватка / неполноценность,,0,0
delirium,бред,,0,0
delude,обманывать / вводить в заблуждение,,0,0
demolish,сносить / разрушать / уничтожать,,0,0
denunciation,расторжение,,0,0
depict,изображать,,0,0
deprivation,лишение / потеря,,0,0
descry,рассмотреть,,0,0
despite,несмотря / вопреки / несмотря на / презрение,,0,0
destined,предназначенный,,0,0
deteriorate,ухудшаться / ухудшать,,0,0
deviate,отклоняться / отступать,,0,0
devoid,лишенный,,0,0
diligence,усердие / старательность,,0,0
diminish,уменьшаться / убавлять,,0,0
diminish,уменьшить / уменьшать / убавлять,,0,0
disadvantages,невыгодное положение / ущерб,,0,0
disparagingly,уничижительно,,0,0
displace,вытеснять / смещать,,0,0
disposal,удаление / распоряжение / передача,,0,0
disposal,удаление / распоряжение,,0,0
disregard,пренебрежение / игнорирование / неуважение,,0,0
disregarding,игнорировать / пренебрегать,,0,0
dissolve,растворить / растворять,,0,0
distinguish,различать / отличать,,0,0
distraction,отвлечение / развлечение,,0,0
ditch,ров,,0,0
divert,отвлекать / отводить / отклонять,,0,0
divide into quarters,делить на четыре части,,0,0
downright,совершенно,,0,0
drastic,решительный / радикальный,,0,0
drastically,кардинально,,0,0
drawn,вытащенный,,0,0
drawn,искаженный / искривленный,,0,0
drizzle,моросить,,0,0
drowsy,сонный,,0,0
drowsy,сонный,,0,0
due,надлежащий,,0,0
dues,сборы / пошлины,,0,0
dull,тусклый / унылый,,0,0
dunk,макать / смочить,,0,0
dwarf,мешать росту / останавливать развитие,,0,0
dwelling place,местожительство,,0,0
easternmost,самый восточный,,0,0
ecclesiastical,церковный / духовный,,0,0
elaborate,сложный / продуманный / разрабатывать / детально разрабатывать,,0,0
elaborate,продуманный / детально разрабатывать / тщательно разрабатывать,,0,0
elevation,высота,,0,0
embellish,приукрашивать / украшать,,0,0
emerge,появляться / возникать,,0,0
enable,давать возможность / делать возможным,,0,0
endure,терпеть / выносить,,0,0
endure,терпеть / вынести,,0,0
endure,терпеть,,0,0
enlarge,расширять,,0,0
enlighten,просветить / просвещать,,0,0
enroll,вносить в список / регистрировать,,0,0
entail,влечь за собой / вызывать / навлекать,,0,0
entitle,давать право,,0,0
envelop,окружать / обволакивать / охватывать,,0,0
envy,зависть / завидовать,,0,0
envy,предмет зависти,,0,0
envy,зависть / предмет зависти / завидовать,,0,0
envy,завидовать,,0,0
erected,воздвигать / устанавливать,,0,0
evasive,уклончивый,,0,0
evident,очевидный / явный,,0,0
exalt,возвышать / превозносить / возвеличивать,,0,0
exertion,усилие / старание,,0,0
exile,изгнание,,0,0
expansive,экспансивный / обширный,,0,0
extent,степень,,0,0
facilitate,способствовать / содействовать,,0,0
fair,справедливый / по-честному,,0,0
fall out,ссориться / рассориться,,0,0
favor,одолжение / благосклонность / польза / покровительство,,0,0
fertile,изобильный / изобилующий,,0,0
fertilizer,удобрение,,0,0
fiddly,неудобный / утомительный / запутанный,,0,0
firmly,твердо,,0,0
flout,попирать / пренебрегать,,0,0
fluctuation,колебание,,0,0
follow up,преследовать упорно / доводить до конца / завершать,,0,0
follow up,преследовать упорно / доводить до конца,,0,0
foolhardily,безрассудно,,0,0
for the sake of,ради / для,,0,0
for the sake of,ради / для,,0,0
foremost,прежде всего / в первую очередь,,0,0
foremost,прежде всего / в первую очередь / передовой,,0,0
foresee,предвидеть,,0,0
forge,кузница,,0,0
forgery,подделка / фальсификация,,0,0
frank,откровенный / искренний,,0,0
fruitful,плодотворный,,0,0
fulfill,выполнять / исполнять / осуществлять,,0,0
fury,ярость / гнев,,0,0
fuss,суетиться / волноваться из-за пустяков,,0,0
gaze,взор / пристально глядеть / вглядываться,,0,0
genuine,подлинный / истинный,,0,0
get a kick out of,приходить в возбуждение / находить удовольствие в,,0,0
get around,подойти / приближаться,,0,0
get off,слезать / вылезать / сходить,,0,0
get to know,узнавать / ознакомляться,,0,0
glitch,авария / внезапный отказ,,0,0
gloomy,мрачный / хмурый,,0,0
go back to the previous state,вернуться к предыдущему состоянию,,0,0
gradually,постепенно / мало-помалу,,0,0
grasp,понять / осознать,,0,0
grasp,понять / осознать / схватывать,,0,0
gravely,серьезно,,0,0
grinned,ухмыляться,,0,0
grumpy,сердитый / сварливый,,0,0
grumpy,сердитый / сварливый,,0,0
guilt,вина / чувство вины,,0,0
guilty,виновный / виноватый,,0,0
haggard,изможденный,,0,0
hang about,слоняться / околачиваться,,0,0
hardly,едва / вряд ли,,0,0
hazard,риск,,0,0
headstrong,упрямый / своевольный,,0,0
heap,наваливать,,0,0
heed,внимание / осторожность / внимательно следить / обращать внимание,,0,0
heeded,обращать внимание,,0,0
held,состоялась,,0,0
held,состоялось,,0,0
hereby,настоящим / при сем,,0,0
heritage,наследие,,0,0
hindrance,помеха / препятствие,,0,0
hit it off,найти общий язык,,0,0
hoisted,поднимать,,0,0
hold up,задерживать,,0,0
hover,зависать / колебаться,,0,0
humid,влажный / сырой,,0,0
humility,смирение / скромность,,0,0
hut,хижина / хата / лачуга,,0,0
idleness,праздность / бездействие,,0,0
immemorial,незапамятный / древний,,0,0
impede,препятствовать / мешать / затруднять,,0,0
imposing,внушительный / импозантный,,0,0
in contradistinction to,в отличие от,,0,0
in part,частично,,0,0
in regard to,в отношении / что касается / относительно,,0,0
in the twinkling of an eye,в мгновение ока,,0,0
in-house,внутренний / внутрифирменный,,0,0
inaction,бездействие,,0,0
inclined,склонный / предрасположенный,,0,0
indelible,неизгладимый,,0,0
indifferent,равнодушный / безразличный,,0,0
indignation,возмущение / негодование,,0,0
indulge,предаваться / потакать,,0,0
inexplicable,необъяснимый,,0,0
inexplicable,необъяснимый / непонятный,,0,0
infer,делать вывод / заключать,,0,0
infraction,нарушение,,0,0
inquire,спрашивать / узнавать / наводить справки,,0,0
inquired,спрашивать / исследовать / узнавать / наводить справки,,0,0
insidious,коварный / незаметно подкрадывающийся / подстерегающий,,0,0
insidiously,вероломно,,0,0
integrity,целостность / неприкосновенность,,0,0
intrude,вторгаться / вторгаться без разрешения / быть назойливым / навязывать / внедрять,,0,0
invincible,непобедимый,,0,0
ivory,слоновая кость / цвет слоновой кости,,0,0
jolly,веселый / радостный / оживленный,,0,0
justify,оправдывать / находить оправдание,,0,0
keep silent,молчать / умалчивать,,0,0
kinship,родство / сходство / подобие,,0,0
laced,пронизан,,0,0
ladylike,воспитанная,,0,0
laid-back,спокойный,,0,0
lasted,длиться / продолжаться,,0,0
lawn,газон / лужайка,,0,0
lawn,газон,,0,0
layoff,приостановка производства / увольнение работников / сокращение производства / период временного увольнения,,0,0
ledge,выступ / уступ,,0,0
lend,предоставлять / одалживать / на время одалживать,,0,0
let out,выпускать / освобождать / давать напрокат / сдавать внаем,,0,0
levelheaded,рассудительный,,0,0
like a house on fire,быстро и легко / прекрасно / успешно,,0,0
likewise,также / более того,,0,0
linger,задерживаться,,0,0
listless,вялый / апатичный,,0,0
long,страстно желать / стремиться,,0,0
longed,стремиться,,0,0
loot,награбленное добро,,0,0
magnify,увеличивать,,0,0
magnify,увеличивать / преувеличивать,,0,0
majesty,величие,,0,0
malicious,злонамеренный,,0,0
malleable,податливый / уступчивый,,0,0
markedly,явно / нарочито,,0,0
marvelous,чудесный / изумительный,,0,0
masonry,каменная кладка,,0,0
means,средство / способ,,0,0
mechanical engineering,машиностроение,,0,0
melted,топленый,,0,0
menace,угроза / опасность,,0,0
menace,угроза / опасность,,0,0
merit,заслуга / достоинство / заслужить / быть достойным,,0,0
merrily,оживленно,,0,0
meticulous,дотошный,,0,0
midst,среди / посреди,,0,0
mindful,помнящий / внимательный / заботливый,,0,0
misconduct,проступок,,0,0
misery,страдание,,0,0
misery,нищета,,0,0
misgiving,опасение / предчувствие дурного,,0,0
misleading,вводящий в заблуждение,,0,0
mistook,заблуждаться / неправильно понимать,,0,0
mock,издеваться,,0,0
mockery,насмешка,,0,0
moderate,умеренный / обуздывать,,0,0
moderate,умеренный,,0,0
moderately,умеренно,,0,0
moonshot,экспериментальный проект,,0,0
moot,спорный,,0,0
movingly,трогательно,,0,0
namely,а именно,,0,0
neglect,пренебрегать / не заботиться / упускать,,0,0
neglected,заброшенный / запущенный / безнадзорный,,0,0
negligence,халатность / небрежность,,0,0
negligence,халатность / небрежность,,0,0
negotiation,переговоры,,0,0
neighbourhood,окрестности,,0,0
not at all,нисколько / отнюдь / ничуть,,0,0
notoriety,дурная слава,,0,0
objectively,объективно / беспристрастно,,0,0
oblique,косой / наклонный,,0,0
occupation,занятие / профессия,,0,0
offense,правонарушение,,0,0
oftentimes,зачастую,,0,0
on call,по вызову / по требованию,,0,0
one-up,иметь преимущество / обыгрывать,,0,0
one-up,иметь преимущество / обыгрывать,,0,0
onwards,далее,,0,0
open up,раскрываться / делать доступным,,0,0
opposite,напротив / против,,0,0
outcry,протест,,0,0
outdo,перещеголять / превосходить,,0,0
outlet,выходное отверстие / выход,,0,0
outlook,перспектива / кругозор / точка зрения,,0,0
outstanding,неуплаченный / просроченный,,0,0
overall,общий / всеобщий / в общем и целом,,0,0
overlook,игнорировать / проглядеть / упускать из виду,,0,0
overlooking,игнорировать / проглядеть / надзирать,,0,0
overly,чрезмерно / слишком,,0,0
overseen,надзирать,,0,0
overwhelm,подавлять,,0,0
pagans,язычник,,0,0
parish,церковный приход,,0,0
pay off,окупаться,,0,0
pay off,окупаться,,0,0
peculiar,своеобразный / специфический,,0,0
peculiarity,особенность / специфичность / характерная черта,,0,0
perfected,усовершенствовал,,0,0
peril,опасность,,0,0
perseverance,настойчивость / упорство / стойкость / усидчивость,,0,0
pertaining,иметь отношение,,0,0
phenomena,явление / феномен,,0,0
pissed-off,обозленный / раздраженный,,0,0
plains,равнины,,0,0
polished,полированный,,0,0
pond,пруд / водоем / запруда,,0,0
possibly,по возможности,,0,0
pot,чайник / котелок / кофейник,,0,0
pour,лить / вливать / подливать,,0,0
preach,проповедовать,,0,0
presence,присутствие / наличие,,0,0
presumption,основание для предположения,,0,0
prettily,красиво,,0,0
prevalent,преобладающий / широко распространенный,,0,0
previously,предварительно / заранее,,0,0
prime,первоначальный / превосходный / наилучший,,0,0
primeval,первобытный,,0,0
prominent,известный / видный,,0,0
prominent,известный / видный / выдающийся,,0,0
promptly,сразу,,0,0
propensity,склонность / пристрастие / расположение,,0,0
prophet,пророк,,0,0
prosperity,процветание / достаток,,0,0
proud,гордый / высокомерный,,0,0
prudence,осмотрительность / предусмотрительность,,0,0
punish,наказать / наказывать / карать,,0,0
purchase,покупка / приобретение,,0,0
pursue,преследовать,,0,0
put up,воздвигать / водружать,,0,0
put up with,терпеть / мириться,,0,0
quagmire,трясина / болото,,0,0
rage,свирепствовать / неистовствовать,,0,0
ragged,рваный,,0,0
rashly,опрометчиво / сгоряча / безрассудно,,0,0
ratio,соотношение / отношение / пропорция,,0,0
ravines,овраг / ущелье,,0,0
real jam,наслаждение / удовольствие / пальчики оближешь,,0,0
reassured,заверять / убеждать,,0,0
recklessness,безрассудство,,0,0
reckon,рассчитывать / полагаться,,0,0
reckoned,рассчитывать / принимать во внимание,,0,0
recollection,воспоминание,,0,0
reconcile,согласовать / улаживать / согласовывать,,0,0
reconcile,согласовать / примирять / примиряться / согласовывать,,0,0
reconciliation,примирение,,0,0
reconciliation,примирение / согласование / улаживание,,0,0
redeem,искупать / избавлять,,0,0
refine,усовершенствовать / совершенствовать / рафинировать,,0,0
refrain,воздерживаться / сдерживаться,,0,0
related to science,связанных с наукой,,0,0
relevant,уместный,,0,0
renowned,знаменитый / прославленный,,0,0
residues,осадок,,0,0
resign,вновь подписывать / слагать / уходить в отставку,,0,0
resort,курорт / обращение за помощью / прибежище / прибегать к,,0,0
respectively,соответственно / в указанном порядке,,0,0
restlessly,постоянно,,0,0
retain,удерживать / помнить,,0,0
retain,удерживать / сохранять,,0,0
revere,почитать / чтить,,0,0
ridge,хребет / горный хребет,,0,0
rift,разрыв / трещина / расселина,,0,0
rift,разрыв / трещина / расселина / щель / просвет / ущелье,,0,0
rival,соперничать / конкурировать,,0,0
rival,соперничать / конкурирующий,,0,0
roars,рев,,0,0
roughly,приблизительно / грубо,,0,0
roughly speaking,приблизительно,,0,0
rub,тереть / втирать / натирать,,0,0
rub,тереть,,0,0
ruminating,размышлять,,0,0
rundown,краткое изложение,,0,0
rundown,краткое изложение / сокращение количества,,0,0
sacramental,сакраментальный,,0,0
sanity,здравомыслие / нормальная психика / здравый ум,,0,0
scam,мошенничество,,0,0
scrupulous,скрупулезный / щепетильный,,0,0
seep,просачиваться / проникать,,0,0
seize,схватить,,0,0
set aside,откладывать в сторону / оставлять без внимания,,0,0
set off,запускать / пускать / отправляться,,0,0
severe,серьезный / строгий,,0,0
severely,сильно / жестоко / сурово,,0,0
sharply,резко,,0,0
shelter,убежище / приют / давать приют,,0,0
shifty,изворотливый / хитрый / находчивый,,0,0
shining,блестящий / сияющий,,0,0
shiny,блестящий / солнечный,,0,0
shortly,вскоре / незадолго,,0,0
shriek,визг,,0,0
singly,отдельно / поодиночке,,0,0
sinister,зловещий / гибельный,,0,0
slush,слякоть,,0,0
snoop,шпионить / совать нос в чужие дела,,0,0
so far as,настолько / насколько,,0,0
sour,кислый,,0,0
spare,запасной / лишний,,0,0
spare,запасной / жалеть / щадить,,0,0
splash,всплеск / брызги,,0,0
spotting,обнаружение / определение местоположения,,0,0
sprawl,растягиваться / расползаться во все стороны,,0,0
springy,упругий,,0,0
stand in,принимать участие / дублировать / замещать,,0,0
stared,пялиться / глазеть,,0,0
startle,испуг / испугать,,0,0
stay put,оставаться неизменным / оставаться верным,,0,0
stay up,не ложиться спать,,0,0
steep,крутой / отвесный,,0,0
stipulate,обусловливать,,0,0
stove,плита / кухонная плита,,0,0
straddling,колебаться,,0,0
strain,напряжение,,0,0
stuff,набивать / заполнять,,0,0
subjected,подвергать,,0,0
subsequence,последствие,,0,0
subside,спадать / утихать / стихать,,0,0
substantial,существенный / значительный,,0,0
substitute,заменитель / замена / заменять / замещать,,0,0
substitute,заменитель / замена / заменять / замещать,,0,0
subtly,тонко,,0,0
succumb,поддаваться / стать жертвой,,0,0
suddenly,вдруг / внезапно,,0,0
suggest,предлагать,,0,0
sulfur,сера / зеленовато-желтый цвет,,0,0
supply,поставлять / снабжать,,0,0
suppose,полагать / предполагать,,0,0
suspend,приостанавливать,,0,0
swerving,сворачивать в сторону / отклоняться от прямого пути,,0,0
tail,хвост / сыщик / конец / свита / выслеживать,,0,0
take away,убирать / забрать / забирать,,0,0
take into account,учесть / принимать во внимание / принимать в расчет,,0,0
tattered,драный / оборванный / рваный / в лохмотьях,,0,0
tears,слезы,,0,0
tense,напряженный / натянутый / тугой,,0,0
tentative,неопределенный / колеблющийся,,0,0
thereafter,впоследствии,,0,0
thick,толстый / густой / жирный,,0,0
third,третье число,,0,0
thoroughly,тщательно,,0,0
thoroughly,тщательно,,0,0
thou,ты,,0,0
threat,угроза,,0,0
thunder,гром / греметь / громыхать,,0,0
thunderstruck,ошеломленный,,0,0
tidily,опрятно,,0,0
tint,слегка окрашивать,,0,0
toes,палец на ноге,,0,0
torn,порванный / разорванный / продранный,,0,0
tramp,бродяга,,0,0
treacherous,предательский / коварный / вероломный,,0,0
tread,наступать / шагать,,0,0
tread,шагать / ступать,,0,0
treat,удовольствие / относиться / обращаться,,0,0
tremendous,огромный / потрясающий,,0,0
trickles,струйка / сочиться,,0,0
trivia,мелочи / пустяки,,0,0
trying,утомительный / трудный / мучительный / раздражающий / докучливый,,0,0
turn to,обращаться к / приниматься за дело,,0,0
turnover,текучесть рабочей силы,,0,0
twink,моргание,,0,0
unacceptable,неприемлемый,,0,0
unaccustomed,непривычный / непривыкший,,0,0
unanimous,единодушный / единогласный,,0,0
unanimously,единогласно,,0,0
underdo,недоделывать,,0,0
underestimated,недооценивать,,0,0
undergo,подвергаться,,0,0
underpin,поддерживать / подкреплять / подпирать,,0,0
undertake,предпринимать,,0,0
underutilized,недоиспользовать,,0,0
uneasiness,тревога,,0,0
uneven,неровный,,0,0
uneven,неровный,,0,0
unfazed,невозмутимый,,0,0
unjustified,неоправданный,,0,0
unknowingly,бессознательно,,0,0
unless,если не / пока не / за исключением / кроме,,0,0
unquestionably,несомненно,,0,0
unreservedly,безоговорочно,,0,0
uphold,поддерживать / придерживаться,,0,0
upon,на / после / об / относительно,,0,0
upstairs,вверх по лестнице / в верхнем этаже,,0,0
urged,убеждать / настаивать на,,0,0
utmost,все возможное / самое большое / наивысший,,0,0
utter,произносить / вымолвить,,0,0
utter,произносить / выговорить,,0,0
utter,произносить / вымолвить,,0,0
utter,произносить / выговорить / вымолвить,,0,0
vacate,освобождать / покидать,,0,0
vague,неопределенный / расплывчатый / неясный / смутный / рассеянный,,0,0
varies widely,широко варьируется,,0,0
vegetate,прозябать,,0,0
venue,место встречи,,0,0
vexation,досада,,0,0
vexed,раздосадованный,,0,0
vice versa,наоборот / обратно,,0,0
vividly,живо,,0,0
volatile,летучий / непостоянный / изменчивый,,0,0
walkover,легкая победа,,0,0
watchword,лозунг,,0,0
watchwords,лозунг / призыв,,0,0
wear down,изнашиваться,,0,0
well before,задолго до,,0,0
well-thought-out,продуманный,,0,0
wept,плакать,,0,0
whence,откуда,,0,0
whims,прихоть,,0,0
whirl,вихрь / кружение,,0,0
winked,подмигивать,,0,0
wiping,протирать / вытирать,,0,0
wiping,протирать / вытирать,,0,0
worth,ценность / стоимость / стоящий,,0,0
бадья,skip,,0,0
безрассудно,blindly / rashly,,0,0
внимательно,attentively / carefully / closely / mindfully / regardfully,,0,0
воздерживаться,refrain / abstain,,0,0
воспринимать,perceive,,0,0
впоследствии,subsequently / afterwards,,0,0
выздороветь,leave one's bed,,0,0
закономерность,regularity / consistent pattern,,0,0
закономерность,regularity,,0,0
мазать,smear,,0,0
машиностроение,mechanical engineering,,0,0
металлургия,metallurgy / metallurgical engineering,,0,0
мошенничество,fraud,,0,0
мрачный,gloomy / grim,,0,0
напротив,opposite,,0,0
не говоря уже о,not to mention / let alone / apart from,,0,0
не говоря уже о,not to mention / needless to say / let alone / apart from,,0,0
непоправимый,irretrievable,,0,0
обезвоживание,dehydration,,0,0
одиозный,odious,,0,0
опрометчивый,reckless,,0,0
передавать дальше,pass on,,0,0
повышение в звании,promotion,,0,0
подозрительный,suspicious,,0,0
подтекст,subtext / implication,,0,0
разногласия,dispute,,0,0
торжественно,solemnly,,0,0
ухудшение,degradation / depravation,,0,0
уязвимый,vulnerable / defenceless,,0,0
уязвимый,vulnerable / defenceless,,0,0
энергично браться,tackle,,0,0


***Driver***
bunch,сбивать в кучу,,0,0
camber,изогнутость,,0,0
cease,прекращение / прекращать,,0,0
chipping,откалываться,,0,0
chipping,откалываться,,0,0
circuit,контур,,0,0
circuit,схема / цепь / контур,,0,0
clearance,зазор,,0,0
compel,принуждать / вынуждать,,0,0
consideration,внимание,,0,0
contaminate,загрязнять,,0,0
dazzle,ослеплять / ослеплять ярким светом,,0,0
decelerate,уменьшать скорость,,0,0
densely,плотно / густо,,0,0
deviations,отклонение,,0,0
disembark,высаживаться,,0,0
exhaust,выхлопные газы,,0,0
flyover,эстакада,,0,0
footpath,тротуар,,0,0
fumes,чад,,0,0
fuse,предохранитель,,0,0
gauge,измерительный прибор,,0,0
grip,цепкость ума,,0,0
hazard,опасность / риск,,0,0
hinder,препятствовать / мешать,,0,0
hump,бугор,,0,0
impaired,ослабленный / замедленный,,0,0
impeded,затрудненный,,0,0
infringe,нарушать / посягать,,0,0
kerb,край тротуара,,0,0
obliged,обязанный,,0,0
obstruction,препятствие,,0,0
overtaken,догонять / настигать,,0,0
precinct,предел,,0,0
prevailing,преобладающий / превалирующий,,0,0
projecting,выступающий,,0,0
pull away,отодвинуться,,0,0
ruts,колея / борозда,,0,0
shock-absorber,амортизатор,,0,0
short circuit,короткое замыкание,,0,0
skid,занос,,0,0
skidding,занос / боковое скольжение,,0,0
slope,наклон / склон / крутизна,,0,0
steadily,неуклонно,,0,0
steep,крутой / отвесный / чрезмерный,,0,0
top up,досыпать / доливать / дозаправлять,,0,0
towed,буксировать,,0,0
uneven,неровный,,0,0
verge,обочина,,0,0
vicinity,окрестности / близость,,0,0
vigilant,бдительный,,0,0
wobble,вилять,,0,0
worn,заношенный,,0,0
обочина,curb / verge,,0,0
